Stock,Prediction
600000,-0.090856284
600004,-0.26398465
600007,-0.3015842
600010,0.07808623
600011,-0.04835632
600015,0.07330713
600016,-0.15014884
600017,0.080206126
600018,-0.035973664
600019,-0.036089357
600020,0.047269437
600021,-0.0696753
600022,0.071332544
600023,0.03856123
600025,-0.040320184
600026,-0.04835632
600028,-0.090150654
600029,-0.04835632
600031,-0.3565587
600033,0.047266338
600035,0.025942178
600036,-0.11141041
600048,-0.18466084
600050,0.080206126
600054,-0.27733365
600056,-0.2644132
600057,-0.16951904
600058,-0.23413306
600059,-0.23719212
600060,-0.19720481
600061,-0.06064057
600062,-0.26441297
600064,0.025942178
600067,0.080206126
600073,-0.027744679
600076,0.07808623
600082,0.080206126
600085,-0.3084604
600088,-0.23724923
600089,-0.2644132
600094,0.025942178
600096,-0.2644132
600097,-0.21659163
600098,0.025942178
600099,-0.11843933
600100,-1.1354194
600101,-0.040958073
600103,0.49593022
600104,-0.2109494
600105,-0.0808824
600106,0.025942178
600107,0.025942178
600108,0.080206126
600111,-0.356559
600113,-0.11843933
600114,-0.040958073
600115,-0.2469545
600118,-0.5090389
600120,0.025942178
600121,0.025942178
600123,-0.26440546
600125,0.051455293
600126,0.025942178
600127,-0.019020764
600128,-0.04094973
600129,-0.31206337
600130,0.039139364
600131,-0.356559
600132,-0.3084604
600133,0.080206126
600135,0.025942178
600137,-0.18026589
600138,-0.09784717
600141,-0.3084604
600143,0.025942178
600148,-0.2644132
600151,-0.06064057
600152,-0.7908294
600153,-0.1481583
600155,0.050401542
600156,-0.07634136
600159,0.09453654
600161,-0.356558
600162,0.06569126
600163,-0.10038495
600166,0.080206126
600168,-0.036089357
600169,0.07808623
600170,0.036936853
600171,-0.2867895
600173,0.025942178
600177,-0.036089357
600178,0.025942178
600180,-0.06381479
600183,-0.35655215
600184,-0.26129615
600187,0.07762477
600188,-0.13722941
600189,0.025942178
600192,0.080206126
600195,-0.26440546
600196,-0.11305717
600197,-0.19727224
600199,-0.19727224
600200,-0.027745454
600201,-0.020805625
600202,-0.2739689
600203,0.051455293
600206,-0.1254144
600207,0.07330713
600208,0.03699133
600210,0.025942178
600211,-0.25094023
600216,-0.26440546
600218,-0.019020764
600219,0.03699133
600223,-0.16852564
600227,0.07808623
600229,-0.036089357
600230,-0.2644132
600231,0.08278775
600232,0.025942178
600233,-0.36352655
600235,0.080206126
600236,-0.040320184
600237,0.03583077
600249,0.025942178
600251,0.025942178
600252,0.08123091
600256,0.025942178
600257,0.08200148
600258,-0.19727224
600259,-0.19727224
600261,0.025942178
600262,-0.35655898
600266,0.025942178
600268,-0.037648227
600269,0.025942178
600271,-0.18026589
600272,0.050401542
600273,-0.020172445
600276,-0.3800892
600279,0.07330713
600281,0.025942178
600285,-0.2644132
600288,-0.41040984
600293,0.080206126
600295,-0.04591134
600298,-0.31206337
600299,-0.064217135
600302,0.025942178
600305,-0.26435494
600307,0.049214218
600308,0.025942178
600309,-0.38009664
600312,-0.14168574
600313,-0.09161249
600315,-0.356559
600316,-0.356559
600320,0.06246713
600322,0.4680538
600323,-0.28226224
600325,-0.05677357
600326,0.025942178
600327,0.025942178
600328,-0.13907585
600330,-0.020172445
600332,-0.40707856
600333,-0.011513231
600335,-0.025963394
600336,0.025942178
600337,0.036938045
600338,-0.14680421
600339,0.34404877
600343,-0.14168574
600346,-0.3015842
600348,-0.26441297
600350,-0.040320184
600351,0.06855753
600352,-0.064217135
600353,-0.23719212
600355,0.030136498
600359,-0.040958073
600362,-0.13698086
600363,-0.14875476
600366,-0.0696753
600367,-0.26441297
600368,0.080206126
600369,0.025942178
600371,-0.2644132
600376,0.025942178
600377,-0.04835632
600379,-0.1453862
600380,-0.16852564
600383,-0.040896323
600386,0.080206126
600390,0.025942178
600391,-0.28710374
600392,-0.26440546
600395,-0.019020764
600397,0.080206126
600398,-0.06381479
600400,0.036459688
600405,-0.07665619
600406,-0.30513212
600409,0.025942178
600410,-0.36639085
600415,0.10522309
600418,-0.21051979
600420,-0.020172445
600425,0.080206126
600426,-0.3084604
600428,0.03589383
600429,-0.036089357
600435,-0.2603147
600436,-0.33343953
600438,-0.356559
600439,0.081243545
600444,-0.3106304
600448,0.080206126
600452,-0.356559
600456,-0.25793478
600458,-0.2150647
600467,0.09956291
600468,-0.026971487
600469,0.050401542
600475,-0.2603147
600476,-0.83269185
600477,-0.02898368
600478,-0.019024162
600480,0.025942178
600481,-0.13851091
600483,-0.16225699
600487,-0.1254144
600489,-0.027500598
600490,0.48621377
600493,0.051455293
600495,0.080206126
600496,0.080206126
600497,0.080206126
600498,-0.16743045
600499,-0.16225699
600500,-0.11305717
600501,-0.099834785
600502,-1.0661582
600503,0.081412464
600505,-0.036089357
600507,0.025942178
600508,-0.26435494
600509,-0.019020764
600510,-0.036089357
600511,-0.23514944
600512,0.08020815
600513,-0.027745454
600516,0.025942178
600517,-0.040239003
600519,-0.30519965
600521,-0.35618946
600522,-0.43408987
600523,-0.2644132
600525,0.025942178
600527,0.11642894
600528,-0.14524731
600529,-0.23709974
600531,-0.74816704
600533,0.080206126
600536,-0.23674603
600537,-0.027745454
600545,0.036936972
600546,-0.19721878
600548,-0.04835632
600549,-0.356559
600550,-0.036089357
600551,-0.18466084
600552,-0.09161249
600557,-0.25690678
600558,0.080206126
600559,-0.21688853
600560,-0.2603147
600561,0.025942178
600562,-0.13701504
600563,-0.3084604
600566,-0.19727224
600567,0.11642894
600569,0.06569126
600570,-0.31206337
600571,-0.56250376
600572,0.04952744
600573,-0.64295775
600577,0.080206126
600578,0.047269378
600579,-0.1153395
600580,-0.14538778
600581,0.025942178
600582,-0.17325792
600583,0.025942178
600585,-0.04591134
600586,-0.027745454
600587,-0.2990045
600588,-0.1591381
600590,-0.037648227
600592,-0.036089357
600594,-0.0979847
600597,-0.1481583
600598,-0.26435494
600600,-0.13698086
600602,-0.3750781
600604,0.07330713
600608,0.025942178
600609,0.080206126
600611,0.07808623
600612,-0.13698086
600613,-0.021193055
600616,0.025942178
600617,0.07330713
600618,-0.04615983
600619,0.050401542
600620,-0.18466084
600621,-0.24364355
600622,0.080206126
600623,0.015789779
600624,0.025942178
600626,0.07330713
600628,-0.036089357
600629,-0.06598207
600630,0.025942178
600633,-0.28795013
600635,0.025942178
600636,-0.15496942
600637,-0.09155086
600638,-0.036064472
600639,-0.04835632
600640,-0.26441187
600642,-0.036089357
600643,0.025942178
600644,-0.036089357
600645,-0.2644132
600648,-0.11144462
600649,0.03856123
600650,-0.04835632
600653,0.11642894
600655,-0.06416252
600657,-0.036089357
600658,0.025942178
600660,-0.04591134
600661,-0.05382916
600664,0.080206126
600665,-0.027980594
600667,0.025942178
600668,-0.14580561
600674,-0.210939
600675,0.04726905
600676,0.10522309
600678,0.025942178
600681,0.03856123
600682,-0.16225699
600683,0.025942178
600684,0.14387241
600685,-0.13907585
600686,-0.019020764
600688,0.07808623
600689,-0.11504075
600691,0.045955453
600692,-0.08857533
600693,-0.3499274
600694,-0.26441297
600697,-0.24207632
600699,-0.26440546
600703,-0.10017896
600704,0.025942178
600705,0.025942178
600706,-0.690495
600708,0.06569126
600710,0.025942178
600712,0.080206126
600713,0.025942178
600714,-0.064217135
600716,0.025942178
600717,0.025942178
600722,0.080206126
600724,0.03856123
600728,-0.16469064
600730,-0.12647063
600731,-0.021563677
600733,0.025942178
600735,0.025942178
600736,0.025942178
600737,-0.14623916
600739,-0.18466084
600740,0.025942178
600741,-0.28226224
600742,0.025942178
600743,0.049214218
600744,-0.26350448
600746,-0.031389173
600750,-0.28886327
600751,0.09956291
600753,-0.08830258
600754,-0.0025919355
600756,-0.7199196
600757,0.025942178
600760,-0.38009766
600761,-0.13851091
600763,-0.3084604
600764,-0.356559
600765,-0.356559
600768,-0.39149088
600769,-0.04095694
600770,0.025942178
600771,-0.31206337
600773,-0.2644122
600775,0.050401542
600776,0.01811728
600778,0.025942178
600779,-0.3084604
600780,-0.09785108
600782,0.080206126
600783,-0.18466084
600784,0.025942178
600785,-0.19727224
600787,0.025942178
600789,0.051455293
600790,0.080206126
600791,0.025942178
600792,0.03856123
600793,-0.06777753
600794,0.025942178
600795,0.025942178
600797,-0.43560818
600798,0.025942178
600800,0.07330713
600802,0.025942178
600805,0.025942178
600808,0.07808623
600809,-0.33343953
600814,0.025942178
600818,0.013068648
600819,0.050401542
600820,0.025942178
600822,-0.11305717
600825,0.0016409479
600827,-0.020172445
600828,0.036459688
600829,0.025942178
600830,-0.019020764
600833,-0.23725022
600834,-0.09785108
600835,-0.11305717
600838,-0.015934912
600839,-0.9105712
600848,-0.2859058
600851,-0.10038495
600853,-0.36183766
600854,0.025942178
600855,-0.23725022
600857,-0.020172445
600858,0.025942178
600862,-0.37964013
600863,0.025942178
600864,0.025942178
600867,-0.14518942
600868,0.07540181
600869,0.025942178
600871,0.12644702
600872,-0.19727224
600873,-0.1252192
600874,0.050401542
600875,-0.15843382
600876,-0.13907585
600879,-0.027745454
600880,-0.11419222
600881,0.11642894
600883,-0.036089357
600884,-0.11305717
600885,-0.30845922
600886,-0.18075323
600887,-0.35387024
600894,-0.036123063
600895,-0.5593986
600897,-0.28226224
600901,-0.036089357
600903,-0.064217135
600908,0.025942178
600926,-0.0051445044
600928,0.07330713
600933,-0.356559
600936,0.025942178
600939,0.03856123
600959,0.080206126
600960,0.025942178
600962,-0.6246703
600963,0.080206126
600965,-0.036089357
600967,-0.064217135
600968,0.036459688
600969,0.025942178
600971,-0.2723048
600973,-0.019020764
600976,-0.31206337
600977,-0.26440546
600979,0.080206126
600981,0.03856123
600982,0.025942178
600984,0.025942178
600985,-0.26129615
600986,-0.4012703
600987,0.025942178
600988,-0.66341966
600989,-0.28226224
600990,-0.3084604
600992,-0.12549508
600993,-0.19727224
600996,-0.11102044
600997,-0.036089357
600998,-0.21037622
601000,0.036459688
601001,-0.1427075
601002,0.025942178
601003,0.025942178
601005,-0.021827726
601006,-0.064217135
601007,-0.03574046
601008,0.025942178
601009,-0.0051445044
601010,0.09453654
601011,0.025942178
601012,-0.3084604
601018,-0.23824409
601019,-0.06416252
601021,-0.3015842
601028,-0.21549326
601038,-0.13907585
601058,-0.064217135
601066,-0.13698086
601068,0.1699309
601077,-0.12805834
601086,-0.19847801
601088,-0.11141124
601098,-0.18466084
601099,0.09907445
601100,-0.37971365
601101,-0.036089357
601106,0.03856123
601116,-0.9356566
601117,-0.040958073
601118,0.10522309
601126,-0.1385108
601128,0.025942178
601137,-0.23725022
601138,-0.2644132
601139,-0.040320184
601155,-0.35387024
601158,0.03856123
601163,-0.18466084
601166,-0.28226224
601168,-0.23725022
601169,0.025942178
601179,-0.019020764
601186,-0.020172445
601188,0.036459688
601198,-0.064217135
601199,-0.04095694
601200,-0.064217135
601208,-0.23724923
601212,0.047266338
601216,0.025942178
601218,0.025942178
601222,0.025942178
601225,-0.28226224
601226,-0.09161249
601228,0.279203
601229,0.025942178
601233,-0.23724242
601238,-0.04615983
601288,0.279203
601311,-0.053854313
601318,-0.13698086
601319,-0.090150654
601326,0.22384894
601328,-0.26490793
601330,0.050401542
601333,-0.14434084
601336,-0.15983215
601339,-0.06381479
601360,-0.864072
601366,0.025942178
601368,0.025942178
601369,-0.16951904
601375,0.07330713
601388,0.025942178
601390,0.13429198
601398,-0.024651257
601500,0.1699309
601512,-0.064217135
601518,0.03856123
601519,-0.021563677
601566,-0.40755618
601567,-0.16852564
601577,-0.15983215
601579,-0.2644132
601588,-0.14853004
601595,-0.5553783
601598,0.07330713
601600,0.07330713
601601,-0.045912053
601606,-0.41041085
601607,-0.13698092
601608,0.03856123
601611,-0.0051445044
601615,-0.23725022
601616,0.080206126
601618,0.025942178
601619,0.080206126
601628,-0.04591134
601633,-0.04591134
601636,-0.21659163
601658,-0.17293799
601666,-0.23719212
601668,0.025942178
601669,-0.04835632
601677,-0.2644132
601678,-0.019020764
601688,-0.0051445044
601689,-0.3084604
601698,-0.19727224
601699,-0.35387024
601718,0.025942178
601727,0.1699309
601766,0.1699309
601788,-0.0051445044
601789,-0.68515074
601799,-0.3084604
601800,-0.04835632
601801,-0.036089357
601808,-0.15818557
601811,-0.04835632
601818,0.07369903
601838,-0.18466084
601857,0.21400994
601858,-0.51729417
601860,0.09956291
601865,-0.11305717
601869,-0.13722941
601872,-0.06064057
601877,-0.19727224
601878,-0.064217135
601881,-0.04835632
601882,-0.356558
601886,-0.06064057
601888,-0.35655898
601890,-0.027745454
601898,-0.04835632
601899,-0.11305717
601900,-0.06416252
601901,0.03645966
601908,0.025942178
601918,0.025942178
601919,0.13429198
601928,-0.06416252
601929,0.20378375
601933,0.080206126
601939,-0.17293799
601949,0.025942178
601952,-0.18466084
601958,-0.16852564
601965,-0.356559
601975,0.080206126
601985,-0.06064057
601988,0.13761911
601990,-0.036089357
601991,0.07808623
601992,0.12644702
601996,0.06679416
601997,0.025942178
601998,-0.04835632
601999,-0.036089357
603000,-0.810456
603005,-0.8238125
603008,-0.3084604
603009,-0.005539683
603011,-0.037648227
603012,0.025942178
603013,-0.28226224
603015,-0.11801976
603016,-0.19727224
603017,-0.21992305
603018,-0.21322751
603019,-1.25957
603020,-0.064217135
603022,-0.064217135
603026,-0.3084604
603027,-0.19727224
603028,-0.05682799
603033,-0.3051994
603035,-0.1274591
603037,-0.2644132
603040,-0.2644132
603041,-0.14538778
603043,-0.3565587
603053,-0.064217135
603055,-0.18466084
603058,-0.015934912
603059,-0.19727224
603060,-0.18466084
603063,-0.356559
603068,-0.14680421
603076,-0.31909743
603077,0.08123091
603079,-0.25894544
603080,-0.2644122
603081,-0.2644132
603083,-1.4769506
603085,-0.020172445
603086,-0.26441082
603089,-0.064217135
603090,-0.26090792
603093,-0.26398465
603096,-0.14875476
603098,-0.30470252
603099,-0.23682171
603100,-0.356559
603101,-0.019020764
603103,-0.28226224
603105,-0.1591381
603106,-0.21341616
603108,-0.4867826
603109,-0.55342466
603111,0.025942178
603113,-0.064217135
603115,-0.35650888
603116,0.019606771
603118,-0.23724923
603121,-0.036089357
603126,-0.1960412
603127,-0.11902645
603128,-0.12465139
603129,-0.3294424
603131,-0.4559429
603136,-0.19727224
603138,-0.193326
603139,-0.35655215
603156,-0.30519965
603158,0.03583083
603165,-0.2644132
603166,-0.036089357
603167,0.025942178
603168,-0.020172445
603169,-0.16726783
603177,-0.17658666
603178,-0.06064057
603179,-0.3084604
603180,-0.3084604
603181,-0.16852564
603183,0.080206126
603185,-0.3084604
603186,-0.14676715
603187,-0.356559
603189,-0.42075816
603192,-0.37649468
603197,-0.25690678
603198,-0.3084604
603199,-0.24036698
603200,-0.37391686
603203,-0.38003555
603208,-0.3084604
603214,-0.2644132
603217,-0.3084604
603218,-0.26157334
603220,-0.2644132
603222,-0.4397768
603225,-0.26342142
603226,-0.036089357
603228,-0.28226224
603229,-0.28226224
603232,-0.12549509
603233,-0.36352655
603236,-0.3084604
603238,-0.24179506
603239,-0.35655898
603256,-0.064209834
603258,-0.19727224
603259,-0.40936002
603260,-0.28590703
603266,-0.16852564
603267,-0.3084604
603277,-0.28226224
603278,-0.12465139
603279,-0.28226224
603283,-0.206305
603288,-0.30519965
603289,-0.020172445
603297,-0.38009772
603298,-0.356559
603299,-0.064209834
603301,-0.0023779548
603303,-0.35618946
603308,-0.356559
603309,-0.2644132
603311,-0.16225699
603313,-0.064217135
603316,-0.04050311
603317,-0.28226224
603319,-0.2644132
603320,-0.26398465
603321,-0.060612764
603323,0.025942178
603326,-0.064217135
603327,-0.28226224
603328,-0.036089357
603330,0.050401542
603331,-0.2644132
603332,-0.1252192
603335,0.025942178
603336,0.03921983
603337,-0.36406824
603338,-0.3765451
603339,-0.2644132
603345,-0.3084604
603348,-0.3084604
603351,-0.35387024
603355,-0.30519965
603357,-0.34118316
603359,-0.12520865
603360,-0.6246703
603365,-0.18466084
603366,-0.122749686
603367,-0.17322889
603368,-0.19727224
603369,-0.3294424
603378,-0.23682171
603379,-0.3084604
603380,-0.33873972
603383,-0.19727224
603385,-0.036089357
603386,-0.26441315
603387,-0.2644132
603390,-0.064209834
603393,-0.2172015
603396,-0.31206337
603398,-0.19727224
603416,-0.3084604
603421,-0.12521912
603429,-0.08830258
603444,-0.31206337
603456,-0.19077346
603466,-0.29805008
603486,-0.3084604
603489,-0.3294424
603496,-0.19727224
603499,-0.14168574
603500,-0.18466084
603501,-0.3084604
603505,-0.3084604
603506,-0.16852564
603508,-0.3528956
603515,-0.3015842
603516,-0.14676715
603517,-0.356559
603519,-0.064217135
603520,-0.2644132
603527,-0.26129615
603528,-0.20639384
603530,-0.33873972
603533,-0.7191824
603535,-0.26157334
603536,0.025942178
603538,-0.19727224
603556,-0.19727108
603558,-0.06381479
603566,-0.19727224
603567,-0.16852564
603568,-0.3015842
603569,-0.064217135
603577,-0.0051445044
603579,-0.356559
603580,-0.2644132
603583,-0.356559
603585,-0.28226224
603586,-0.26129615
603587,-0.28226224
603589,-0.3084604
603590,-0.3084604
603595,-0.13306871
603596,-0.3084604
603598,-0.44473472
603599,-0.3084604
603600,-0.064217135
603601,0.025942178
603602,-0.2644132
603605,-0.37964025
603606,-0.25690678
603609,-0.16852564
603610,-0.15983215
603611,-0.19727224
603613,-0.3084604
603615,-0.064217135
603616,0.03640339
603617,-0.019020764
603618,0.025942178
603619,-0.2644132
603626,-0.019020764
603628,-0.2644132
603629,-0.35650888
603630,-0.24364355
603638,-0.33873972
603639,-0.35650888
603648,-0.064209834
603650,-0.1470403
603656,-0.027109055
603657,-0.24364355
603658,-0.3765451
603659,-0.3084604
603660,-0.5065556
603662,-0.356559
603663,-0.19726318
603665,-0.19727224
603666,-0.3084604
603667,-0.26441297
603668,-0.2644132
603669,-0.036089357
603676,-0.2592325
603678,-0.356559
603679,-0.23382309
603680,-0.040320184
603681,-0.19727224
603683,-0.036089357
603686,-0.03673872
603687,-0.23725022
603688,-0.3084604
603689,-0.06381479
603690,-0.14676775
603696,-0.020172445
603697,-0.1774799
603698,-0.35650888
603699,-0.26440546
603700,-0.26129615
603706,-0.18466084
603707,-0.28226224
603708,-0.17322889
603709,-0.356558
603711,-0.35618946
603712,-0.3084604
603713,-0.3084604
603716,-0.040958192
603717,-0.8361544
603718,-0.064217135
603721,-0.49359724
603722,-0.24036698
603725,0.025942178
603726,-0.26129615
603727,-0.2644132
603728,-0.3084604
603730,-0.28226224
603733,-0.30567923
603737,-0.33343953
603738,-0.14875476
603739,-0.28226224
603755,-0.19727224
603757,-0.19727224
603758,-0.12520865
603766,0.025942178
603767,-0.036089357
603768,-0.28226224
603773,-0.23725022
603777,-0.26441297
603786,-0.36406937
603787,-0.18020788
603788,-0.064217135
603789,-0.287685
603797,0.025942178
603798,-0.26384982
603799,-0.3084604
603801,-0.19727224
603803,-0.37258565
603806,-0.3084604
603808,-0.16852564
603809,-0.18466084
603810,-0.2644132
603811,-0.18026589
603813,-0.025997309
603817,0.025942178
603818,0.025942178
603822,-0.3084604
603823,-0.35618946
603825,-0.41769373
603826,-0.37971365
603829,-0.6396393
603833,-0.32943565
603839,-0.06421715
603843,0.080206126
603848,-0.28226224
603855,-0.37685457
603856,-0.16852564
603858,-0.33873972
603859,-0.21688853
603860,-0.7157962
603861,-0.036089357
603866,-0.28226224
603867,-0.1591381
603868,-0.36406937
603871,-0.3084604
603876,-0.3084604
603877,-0.35387024
603878,-0.26129615
603881,-0.77511054
603882,-0.3765451
603883,-0.35619023
603885,-0.33873972
603886,-0.3565587
603888,-0.9621666
603889,0.025942178
603890,-0.03607693
603895,-0.356558
603896,-0.25094023
603897,-0.356559
603898,-0.18466084
603899,-0.28226224
603901,-0.33873972
603906,-0.356559
603908,-0.1591381
603912,-0.43455896
603915,-0.17322889
603916,-0.35655215
603917,-0.14680421
603918,-1.6804796
603926,-0.12648919
603927,-0.3084604
603928,-0.24179506
603929,-0.41614774
603933,-0.23413341
603936,-0.12116338
603937,-0.12981859
603938,-0.3084604
603939,-0.35655898
603956,-0.12108956
603966,-0.26384982
603967,0.03645948
603968,-0.35618946
603969,0.025942178
603970,-0.3084604
603976,-0.28226224
603977,-0.064217135
603978,-0.19727224
603979,-0.356559
603980,0.025942178
603982,0.11770952
603983,-0.3800374
603986,-0.09693368
603987,-0.26398465
603989,-0.36352655
603992,-0.3015842
603993,0.1699309
603995,-0.13907585
603997,-0.26435494
603998,-0.25802118
603999,0.10522309
688001,-0.35387024
688002,-0.356559
688003,-0.3084604
688005,-0.13907585
688006,-0.3084604
688007,-0.356559
688008,-0.23848863
688009,0.07330713
688010,-0.356559
688011,-0.13907585
688012,-0.31206337
688015,-0.35650888
688016,-0.3084604
688018,-0.3084604
688019,-0.3084604
688020,-0.3084604
688021,-0.3084604
688022,-0.3084604
688023,-0.31206337
688025,-0.13515848
688030,-0.1591381
688033,-0.12892058
688036,-0.3084604
688037,-0.31206337
688058,-0.23677833
688066,-0.31206337
688078,-0.23848863
688088,-0.2060849
688098,-0.064217135
688099,-0.3084604
688101,-0.25872216
688108,-0.037648227
688111,-0.3084604
688116,-0.3084604
688118,-0.12550004
688122,-0.3084604
688123,-0.23674662
688128,-0.356559
688138,-0.14875476
688139,-0.38009766
688166,-0.3796393
688168,-0.31206337
688188,-0.3800893
688196,-0.0031773127
688198,-0.30519965
688199,-0.13306871
688202,-0.23652685
688218,-0.12549515
688258,-0.097685285
688268,-0.111928195
688288,-0.356559
688299,-0.2644132
688300,-0.3084604
688310,-0.19727224
688321,-0.356559
688333,-0.33343798
688357,-0.3084604
688358,-0.3084604
688363,-0.043623935
688366,-0.021836145
688369,-0.25690678
688388,-0.22622746
688389,-0.356559
688399,-0.3084604
