Stock,Prediction
600000,-0.006683211
600004,-0.08061794
600007,-0.31114474
600010,0.25806794
600011,-0.36586863
600015,-0.013076703
600016,-0.075907536
600017,0.06950166
600018,-0.006683211
600019,-0.013076703
600020,-0.013076703
600021,-0.014266859
600022,0.47413945
600023,-0.013076703
600025,-0.006683211
600026,-0.39429328
600028,0.015282323
600029,-0.09811247
600031,-0.08061794
600033,-0.01318569
600035,-0.013449679
600036,-0.36586863
600048,-0.014266859
600050,-0.013076703
600054,-0.13782798
600056,-0.08061794
600057,-0.014266859
600058,-0.08061794
600059,-0.20367868
600060,-0.31114474
600061,-0.014266859
600062,-0.31114474
600064,-0.014266859
600067,0.18882771
600073,-0.014266859
600076,0.041441698
600082,0.29450178
600085,-0.5794611
600088,-0.8634854
600089,-0.1905602
600094,-0.12575628
600096,-0.31114474
600097,-0.014266859
600098,-0.013076703
600099,-0.20367868
600100,-0.014266859
600101,-0.2886191
600103,0.04134618
600104,-0.08061794
600105,-0.17948188
600106,-0.013449679
600107,-0.013449679
600108,-0.0151471
600111,-0.21013433
600113,-0.4025729
600114,-0.3594941
600115,-0.14136185
600118,-0.31114474
600120,-0.013076703
600121,-0.01318569
600123,-0.013076703
600125,-0.014266859
600126,-0.014266859
600127,-0.17707406
600128,-0.013449679
600129,-0.60885274
600130,-0.90310967
600131,-0.08061794
600132,-0.7073594
600133,-0.42784834
600135,-0.013449679
600137,-0.4745165
600138,-0.31575114
600141,-0.43984228
600143,-0.014266859
600148,-0.6718146
600151,-0.014266859
600152,-0.52458626
600153,-0.014266859
600155,-0.013449679
600156,-1.0051357
600159,-1.2245967
600161,-0.31114474
600162,0.3485843
600163,0.015282323
600166,-0.07887039
600168,-0.013449679
600169,0.041316528
600170,0.04144161
600171,-0.18494308
600173,-0.013076703
600177,-0.014266859
600178,-1.067137
600180,-0.013076703
600183,-0.08061794
600184,-0.08061797
600187,0.04144161
600188,-0.27815363
600189,-0.32079634
600192,-0.14311592
600195,-0.027487647
600196,-0.36586863
600197,-0.45369923
600199,-0.48067808
600200,-0.9856537
600201,-0.025493156
600202,-0.013449679
600203,-1.4140084
600206,-0.027488124
600207,-0.2198153
600208,0.041316528
600210,-0.013449679
600211,-0.43984228
600216,-0.014266859
600218,-0.3954001
600219,-0.013076703
600223,-0.014266859
600227,-0.059933107
600229,-0.3954591
600230,-0.027488004
600231,0.062411148
600232,-0.9012884
600233,-0.08061794
600235,-0.096924074
600236,-0.006683211
600237,-0.16012721
600249,-0.013449679
600251,-0.20367868
600252,0.04144161
600256,-0.014266859
600257,-1.0772293
600258,-0.2865461
600259,-0.45369923
600261,-0.008714597
600262,-0.31114474
600266,-0.21049432
600268,-0.7461698
600269,-0.013076703
600271,-0.027488004
600272,-0.7358762
600273,-0.014266859
600276,-0.5794611
600279,-0.013076703
600281,0.028623033
600285,-0.4745165
600288,-0.56111515
600293,0.07191347
600295,-0.36586863
600298,-0.4745165
600299,-0.006683211
600302,-0.25925466
600305,-0.027488004
600307,0.47413945
600308,-0.008845846
600309,-0.5794611
600312,-0.31114474
600313,-0.13658495
600315,-0.08061794
600316,-0.43984228
600320,-0.08214105
600322,-0.67995477
600323,-0.08061794
600325,-0.27418643
600326,-0.008094381
600327,-0.013076703
600328,-0.014266859
600330,-0.17062421
600332,-0.4572131
600333,-0.013076703
600335,-0.014266859
600336,-0.013449679
600337,0.07227241
600338,-0.16993119
600339,-0.12889214
600343,-0.014266859
600346,-0.08061794
600348,-0.027451407
600350,-0.006683211
600351,-0.013449679
600352,-0.027488004
600353,-0.014266859
600355,-0.96314347
600359,-0.014266859
600362,-0.416598
600363,-0.4745165
600366,-0.014266859
600367,-0.20018272
600368,-0.39466953
600369,-0.013076703
600371,-0.10447843
600376,0.06950929
600377,-0.36586863
600379,-0.027480137
600380,-0.08061794
600383,-0.013449679
600386,-0.7197832
600390,-0.013076703
600391,-0.31114474
600392,-0.10447843
600395,-0.014266859
600397,0.260175
600398,-0.08061794
600400,-0.095794536
600405,-0.1546898
600406,-0.08061794
600409,-0.013076703
600410,-0.013449679
600415,-0.027483296
600418,-0.6248834
600420,-0.014266859
600425,-0.013449679
600426,-0.31114474
600428,-0.014266859
600429,-0.006683211
600435,-0.014266859
600436,-0.5794611
600438,-0.08061794
600439,0.20042576
600444,-0.38807753
600448,-0.81702346
600452,-0.08014751
600456,-0.31114474
600458,-0.4024996
600467,0.07888534
600468,-0.013449679
600469,-0.014266859
600475,-0.2457112
600476,-0.4466581
600477,0.06950157
600478,-0.013076703
600480,-0.32435548
600481,-0.014266859
600483,-0.08061794
600487,-0.13134016
600489,-0.21689288
600490,-0.9847975
600493,-0.31927073
600495,-0.0019820137
600496,0.0719065
600497,-0.013449679
600498,-0.47735628
600499,-0.080554284
600500,-0.013076703
600501,-0.20018272
600502,-0.013449679
600503,0.0010874467
600505,-0.39073318
600507,-0.013076703
600508,-0.4129781
600509,-0.014266859
600510,-0.013076703
600511,-0.5274828
600512,0.0010871487
600513,-0.014266859
600516,-0.013076703
600517,-0.006683211
600519,-0.67394364
600521,-0.08061794
600522,-0.22556639
600523,-0.6223384
600525,-0.013076703
600527,0.0010870295
600528,-0.014266859
600529,-0.47983092
600531,-0.98134094
600533,0.036839295
600536,-0.45098028
600537,-0.013449679
600545,0.35346058
600546,-0.43984228
600548,-0.39429328
600549,-0.45296714
600550,-0.013076703
600551,-0.42576328
600552,-0.39449096
600557,-0.44743735
600558,-0.111796536
600559,-0.4745165
600560,-0.7676372
600561,-0.013449679
600562,-0.31114474
600563,-0.5794611
600566,-0.5794611
600567,0.0010871487
600569,0.041441668
600570,-0.45381194
600571,-0.59540063
600572,-0.014266859
600573,-0.014266859
600577,-0.69450676
600578,-0.013076703
600579,-0.3954728
600580,-1.3962158
600581,-0.013076703
600582,-0.014266859
600583,-0.013449679
600585,-0.36586863
600586,-0.014266859
600587,-0.30342942
600588,-0.08061794
600590,-0.013449679
600592,-0.12064082
600594,-0.014266859
600597,-0.08061797
600598,-0.08061794
600600,-0.44508308
600602,-0.48195174
600604,0.015282323
600608,-0.013076703
600609,-0.013449679
600611,-0.19957103
600612,-0.27695015
600613,-0.014266859
600616,-0.013449679
600617,-0.013076703
600618,-0.36586863
600619,-0.32389495
600620,-0.013076703
600621,-0.512632
600622,0.3026724
600623,-0.014266859
600624,-0.013076703
600626,-0.20118968
600628,-0.013076703
600629,-0.04028661
600630,-0.8747091
600633,-0.32088727
600635,-0.102574445
600636,-0.45872885
600637,-0.025493156
600638,-0.013449679
600639,-0.27418643
600640,-0.62196493
600642,-0.027214002
600643,-0.013076703
600644,-0.014266859
600645,-0.08061794
600648,-0.17751063
600649,-0.013076703
600650,-0.17751063
600653,-0.004231523
600655,-0.013076703
600657,-0.013076703
600658,-0.07135395
600660,-0.39429328
600661,-0.48219043
600664,0.07228466
600665,0.31217828
600667,-0.5526485
600668,-0.025493156
600674,-0.08061794
600675,-0.008714597
600676,-0.013076703
600678,-0.9604289
600681,0.0012935596
600682,-0.014266859
600683,-0.84526324
600684,-0.020787816
600685,-0.27695015
600686,-0.014266859
600688,-0.09227464
600689,-0.4128392
600691,0.041316528
600692,-0.5414953
600693,-0.013076703
600694,-0.08061794
600697,-0.21010782
600699,-0.31114474
600703,-0.21013433
600704,-0.013076703
600705,-0.008845846
600706,-0.67424
600708,0.23723559
600710,-0.027451407
600712,-0.013449679
600713,-0.075907536
600714,-0.014266859
600716,-0.013076703
600717,-0.013076703
600722,-0.013076703
600724,-0.013076703
600728,-0.013449679
600730,-0.22791745
600731,-0.014266859
600733,-0.6233562
600735,-0.3771231
600736,-0.09130839
600737,-0.014266859
600739,-0.08061794
600740,-0.013076703
600741,-0.31114474
600742,-0.43581
600743,-0.55798465
600744,-0.013076703
600746,-0.006683211
600750,-0.4745165
600751,0.040621746
600753,-0.46172756
600754,-0.17051189
600756,-0.32061833
600757,-0.014266859
600760,-0.5794611
600761,-0.08061794
600763,-0.7073594
600764,-0.31114474
600765,-0.08061794
600768,-0.21143545
600769,-0.014266859
600770,-0.013076703
600771,-0.47983092
600773,-0.19759344
600775,-0.8282421
600776,-0.27418643
600778,-0.013449679
600779,-0.5794611
600780,-0.014266859
600782,-0.01318569
600783,-0.08061794
600784,-0.06354327
600785,-0.59618086
600787,-0.013076703
600789,-0.013449679
600790,-0.008827816
600791,-0.7980062
600792,-0.060566794
600793,-0.37202427
600794,-0.01318569
600795,-0.013076703
600797,-0.013449679
600798,-0.01318569
600800,0.071905725
600802,-0.012119721
600805,-0.013449679
600808,-0.09453123
600809,-0.5794611
600814,-0.014266859
600818,-0.8785735
600819,-0.13331605
600820,-0.014266859
600822,-0.4109069
600825,-0.94842696
600827,-0.014266859
600828,0.002516021
600829,-0.014266859
600830,-0.18107949
600833,-0.34220248
600834,-0.014266859
600835,-0.36586863
600838,-0.014266859
600839,-0.62135494
600848,-0.013076643
600851,-0.17751063
600853,-0.111796536
600854,-0.013449679
600855,-0.014266859
600857,-0.014266859
600858,-0.013449679
600862,-0.48066255
600863,-0.013449679
600864,-0.014266859
600867,-0.027488004
600868,0.06764775
600869,-0.013076703
600871,-0.11363781
600872,-0.44498867
600873,-0.027488124
600874,-0.075907536
600875,-0.39429328
600876,-0.39429328
600879,-0.014266859
600880,-0.013449679
600881,-0.95473075
600883,-0.014266859
600884,-0.27418643
600885,-0.31114474
600886,-0.08014751
600887,-0.31114474
600894,-0.014266859
600895,-0.63979447
600897,-0.08061794
600901,-0.013076703
600903,-0.0022309525
600908,-0.014266859
600926,-0.014266859
600928,-0.013076703
600933,-0.31114474
600936,0.0719065
600939,0.10510256
600959,-0.008827816
