Stock,Prediction
600000,-0.091096155
600004,-0.18934795
600007,-0.18934795
600010,-0.19354981
600011,-0.42520943
600015,-0.24910176
600016,-0.47427005
600017,-0.18352059
600018,-0.095290504
600019,-0.15669066
600020,-0.15588745
600021,-0.18934795
600022,-0.029879805
600023,-0.092718415
600025,-0.15669066
600026,-0.45050907
600028,-0.0743703
600029,-0.42520943
600031,-0.18934795
600033,-0.155373
600035,-0.24823281
600036,-0.57358086
600048,-0.18934795
600050,-0.091096096
600054,-0.4930058
600056,-0.18934795
600057,-0.1893479
600058,-0.18934795
600059,-0.18934795
600060,-0.18934795
600061,-0.18934795
600062,-0.4659688
600064,-0.18934795
600067,-0.26856947
600073,-0.18934795
600076,-0.33871856
600082,-0.27980074
600085,-0.58088785
600088,-0.62636125
600089,-0.18934795
600094,-0.21330914
600096,-0.4659688
600097,-0.14841583
600098,-0.091096096
600099,-0.6869637
600100,-0.3310932
600101,-0.18934795
600103,-0.27272755
600104,-0.18934795
600105,-0.21077171
600106,-0.58766824
600107,-0.32929802
600108,-0.21331027
600111,-0.18934795
600113,-0.18934792
600114,-0.89097774
600115,-0.6267316
600118,-0.4659688
600120,-0.21983549
600121,-0.4429215
600123,-0.42038524
600125,-0.29594365
600126,-0.15333495
600127,-0.18459553
600128,-0.51910895
600129,-0.58088785
600130,-0.26588207
600131,-0.18934795
600132,-0.58088785
600133,-0.6868857
600135,-0.18934795
600137,-0.4659688
600138,-0.14841583
600141,-0.58088785
600143,-0.15333492
600148,-0.7819918
600151,-0.18934795
600152,-0.29163343
600153,-0.18934795
600155,-0.29096532
600156,-0.3172116
600159,-0.94522655
600161,-0.58088785
600162,-0.21627441
600163,-0.31105846
600166,-0.36248547
600168,-0.69897205
600169,-0.26882255
600170,-0.22164346
600171,-0.18934795
600173,-0.21589535
600177,-0.18934795
600178,-1.4408886
600180,-0.18924934
600183,-0.18934795
600184,-0.15333521
600187,-0.3270547
600188,-0.4930058
600189,-0.37519652
600192,-1.0969305
600195,-0.18934795
600196,-0.5649794
600197,-0.58088785
600199,-0.58088785
600200,-0.14874008
600201,-0.14845368
600202,-0.33710304
600203,-0.69323796
600206,-0.18934795
600207,-0.3030483
600208,-0.21627441
600210,-0.3311708
600211,-0.58088785
600216,-0.18934795
600218,-0.601912
600219,-0.18351808
600223,-0.18934795
600227,-0.3270547
600229,-0.29106903
600230,-0.18934795
600231,-0.21627441
600232,-0.6032123
600233,-0.18934795
600235,-0.29595503
600236,-0.095290504
600237,-0.45897365
600249,-0.4006639
600251,-0.18934795
600252,-0.25702503
600256,-0.18934795
600257,-0.7188927
600258,-0.18934795
600259,-0.58088785
600261,-0.2801193
600262,-0.46597874
600266,-0.22805378
600268,-0.18934795
600269,-0.24823281
600271,-0.18934795
600272,-0.49190754
600273,-0.18934795
600276,-0.58088785
600279,-0.091096155
600281,-0.29595503
600285,-0.53145295
600288,-0.5297101
600293,-1.168571
600295,-0.4930058
600298,-0.58088785
600299,-0.10620128
600302,-0.60726285
600305,-0.18934795
600307,-0.10521173
600308,-0.24823281
600309,-0.58088785
600312,-0.18934795
600313,-0.18934795
600315,-0.18934795
600316,-0.18934795
600320,-0.40024167
600322,-0.71606594
600323,-0.18934795
600325,-0.24910176
600326,-0.26588207
600327,-0.5740978
600328,-0.18934795
600330,-0.18934795
600332,-0.49853516
600333,-0.33229885
600335,-0.18934795
600336,-0.30749878
600337,-0.257452
600338,-0.41868314
600339,-0.15588745
600343,-0.18934795
600346,-0.18934795
600348,-0.14841583
600350,-0.040644374
600351,-0.29595503
600352,-0.18934795
600353,-0.18934795
600355,-0.9124277
600359,-0.18934795
600362,-0.4930058
600363,-0.51999795
600366,-0.18863052
600367,-0.4659688
600368,-0.23599789
600369,-0.21330914
600371,-0.18934795
600376,-0.21330914
600377,-0.4482746
600379,-0.18930906
600380,-0.18934795
600383,-0.3246569
600386,0.1639984
600390,-0.091096155
600391,-0.58088785
600392,-0.18934795
600395,-0.18934795
600397,-0.19651997
600398,-0.18934795
600400,-0.18351927
600405,-0.6915481
600406,-0.18934795
600409,-0.18934795
600410,-0.29595503
600415,-0.18934795
600418,-0.59628636
600420,-0.18934795
600425,-0.25970778
600426,-0.58088785
600428,-0.29594365
600429,-0.091096155
600435,-0.41868293
