Stock,Prediction
600000,0.19950071
600004,0.19761685
600007,0.055926938
600010,-0.038343634
600011,0.079772085
600015,0.25734606
600016,0.19442204
600017,0.30243966
600018,0.3021902
600019,0.25734606
600020,0.30243966
600021,0.2018837
600022,0.7607459
600023,0.25734606
600025,0.19950071
600026,-0.09642461
600028,0.19442204
600029,0.19442204
600031,0.037789617
600033,0.2680963
600035,0.2680963
600036,-0.23829906
600048,0.25734606
600050,0.2680963
600054,0.079772085
600056,0.19761685
600057,0.25735024
600058,0.25734606
600059,0.14440873
600060,-0.2623499
600061,0.25734606
600062,-0.055390637
600064,0.25734606
600067,0.2197626
600073,0.25734606
600076,-0.70409584
600082,0.15014651
600085,-0.26774856
600088,-0.12035575
600089,0.0074088904
600094,-0.022043731
600096,-0.09023687
600097,0.206795
600098,0.25734606
600099,0.25734606
600100,0.2680963
600101,-1.4391947
600103,0.043114755
600104,0.055926938
600105,0.2680963
600106,-0.08476737
600107,0.21878716
600108,0.30826455
600111,-0.055390637
600113,0.19761685
600114,-0.3347719
600115,0.19442204
600118,-0.09023526
600120,0.30243966
600121,0.30243966
600123,0.14440873
600125,0.2680963
600126,0.30243966
600127,0.21798572
600128,0.20217344
600129,-0.26774856
600130,0.19533154
600131,-0.09023687
600132,-0.26774856
600133,-0.0937092
600135,0.2680963
600137,0.002011958
600138,0.12339714
600141,-0.09023687
600143,0.25734606
600148,-0.09023623
600151,0.2680963
600152,0.2680963
600153,0.25734606
600155,0.21798572
600156,0.30243966
600159,-0.72120094
600161,-0.09023687
600162,0.5954807
600163,0.2680963
600166,0.009952101
600168,0.30243966
600169,0.23597333
600170,0.23597333
600171,-1.3608176
600173,0.30243966
600177,0.19761685
600178,-0.8265603
600180,0.30243966
600183,-0.26774856
600184,0.25734606
600187,-0.3821995
600188,-0.08686638
600189,0.25734606
600192,-0.83517057
600195,0.25734606
600196,-0.09642461
600197,-0.090223595
600199,0.123391
600200,0.12109193
600201,0.19068179
600202,0.29905
600203,-0.66316533
600206,0.1403406
600207,0.082271904
600208,-0.5867438
600210,0.2680963
600211,-0.09023687
600216,-0.2504886
600218,0.2680963
600219,0.2680963
600223,0.25734606
600227,-0.77155894
600229,0.25734606
600230,0.08231965
600231,-0.22315702
600232,0.2680963
600233,0.055926938
600235,0.2680963
600236,0.19950071
600237,-0.028985526
600249,0.2680963
600251,0.25734606
600252,0.25065318
600256,0.20682946
600257,-0.22971973
600258,0.13919702
600259,-0.09023674
600261,0.30713534
600262,-0.09023687
600266,-0.056358125
600268,-0.091861844
600269,0.2589679
600271,0.25734606
600272,0.079772085
600273,0.25734606
600276,0.055926938
600279,0.30243966
600281,0.25258294
600285,-0.26774856
600288,0.20427474
600293,0.30243966
600295,-0.09642461
600298,-0.09023526
600299,0.19950071
600302,0.2680963
600305,0.19761685
600307,0.6449787
600308,0.30243966
600309,-0.2623499
600312,-0.28840855
600313,0.25735024
600315,-0.055390637
600316,-0.09023674
600320,0.20953718
600322,-0.4085745
600323,-0.08951412
600325,0.21798572
600326,-0.23193994
600327,0.30243966
600328,0.25734606
600330,0.21798572
600332,-7.2684634e-05
600333,0.30243966
600335,0.25734606
600336,0.2680963
600337,0.12126443
600338,0.19068179
600339,0.30243966
600343,0.08442685
600346,0.055926938
600348,0.19761685
600350,0.19950071
600351,0.2680963
600352,0.19761685
600353,0.09196612
600355,-1.1573805
600359,0.2680963
600362,-0.18400702
600363,-0.09023687
600366,0.2680963
600367,0.20183828
600368,0.2680963
600369,0.2680963
600371,0.25734606
600376,0.23597342
600377,-0.09642461
600379,0.19101682
600380,0.18794897
600383,-0.026495662
600386,0.30243966
600390,0.2680963
600391,0.0020102295
600392,0.12433818
600395,0.25734606
600397,0.1186766
600398,0.19761685
600400,0.3083233
600405,0.19293806
600406,0.055926938
600409,0.2680963
600410,0.21878716
600415,0.25734606
600418,-0.13897303
600420,0.2680963
600425,0.08034083
600426,-0.055390637
600428,0.2018837
600429,0.30243966
600435,0.12143353
600436,-0.11767106
600438,-0.09013881
600439,0.18097904
600444,0.0020102295
600448,-0.23999992
600452,0.12821975
600456,-0.09023687
600458,0.19761685
600467,0.18091133
600468,0.2680963
600469,0.21798572
600475,0.25734606
600476,0.059185777
600477,0.30826455
600478,0.2680963
600480,0.1906825
600481,0.2680963
600483,0.055962984
600487,-0.039006945
600489,0.0020235511
600490,-0.068182856
600493,0.2844254
600495,0.30243966
600496,0.30243966
600497,0.20427474
600498,-0.038994994
600499,0.19761685
600500,0.30243966
600501,-0.4503856
600502,0.2680963
600503,-0.0047464636
600505,-1.0743909
600507,0.2680963
600508,-0.08497889
600509,0.2680963
600510,0.30243966
600511,-0.09642461
600512,0.18692756
600513,0.19101688
600516,0.2680963
600517,0.30243966
600519,-0.26700646
600521,-0.08497889
600522,0.0020102295
600523,0.23195353
600525,0.2680963
600527,0.24389324
600528,0.24802062
600529,-0.09023687
600531,-0.41329587
600533,0.23511246
600536,-0.26774856
600537,0.10855052
600545,0.36423507
600546,-0.09023686
600548,-0.09642461
600549,-0.09023674
600550,-0.43337026
600551,0.25734606
600552,0.19101682
600557,0.0020102295
600558,0.2680963
600559,-0.22407857
600560,0.0020235511
600561,0.2680963
600562,0.055926938
600563,-0.26774856
600566,-0.26774856
600567,-0.37526265
600569,0.46434808
600570,-0.041703638
600571,-0.61139023
600572,0.2680963
600573,0.19068852
600577,0.21878716
600578,0.30243966
600579,-0.6911581
600580,-0.091196775
600581,0.30243966
600582,0.25734606
600583,0.25734606
600585,-0.09642461
600586,0.20683375
600587,-0.039006945
600588,0.19761685
600590,0.2680963
600592,0.23675051
600594,0.2680963
600597,0.25734606
600598,0.055926938
600600,-0.1658766
600602,0.079772085
600604,0.19442204
600608,-0.10412356
600609,0.2680963
600611,0.12806746
600612,-0.16860622
600613,0.2680963
600616,0.2573761
600617,-0.0069831875
600618,-0.09642461
600619,0.19442204
600620,0.25048408
600621,-0.07674062
600622,0.18680394
600623,0.080839485
600624,0.30243966
600626,0.12806746
600628,0.25734606
600629,0.2680963
600630,-0.27796286
600633,0.19761685
600635,0.08034083
600636,0.20682946
600637,0.25734606
600638,0.12253803
600639,0.079772085
600640,0.22848502
600642,0.25734606
600643,0.30243966
600644,-0.30730662
600645,0.0020102295
600648,0.19442204
600649,0.2680963
600650,0.19442204
600653,-0.3344141
600655,0.25734606
600657,0.30243966
600658,0.30243966
600660,-0.23829906
600661,-0.46282616
600664,0.30243966
600665,0.21724027
600667,0.21798572
600668,0.19761685
600674,0.055926938
600675,0.30837145
600676,0.30243966
600678,-0.653239
600681,0.30243966
600682,0.2680963
600683,0.18734297
600684,0.18481788
600685,0.043141577
600686,0.13174006
600688,0.17342678
600689,-0.05825999
600691,0.054984335
600692,-0.69852054
600693,0.30243966
600694,-0.09023674
600697,0.0010992321
600699,0.002011958
600703,0.12821975
600704,0.2680963
600705,0.3083882
600706,0.23759148
600708,0.2351124
600710,0.25734606
600712,-0.57704276
600713,0.080839485
600714,0.051794384
600716,0.30243966
600717,0.2680963
600722,0.30243966
600724,0.20569032
600728,0.2680963
600730,0.2680963
600731,0.2680963
600733,-0.8007506
600735,0.2680963
600736,0.2680963
600737,0.23748663
600739,0.25734606
600740,0.30243966
600741,0.055926938
600742,0.25734606
600743,-0.019323763
600744,0.22626063
600746,0.25734606
600750,-0.09023687
600751,0.23016545
600753,0.2680963
600754,-0.2159631
600756,0.08338246
600757,0.1906825
600760,-0.2319692
600761,-0.12035575
600763,-0.26774856
600764,-0.090223595
600765,-0.26774856
600768,0.19091347
600769,0.1907315
600770,0.22113827
600771,-0.09023681
600773,0.120015234
600775,0.020111058
600776,0.079772085
600778,0.2680963
600779,-0.09013881
600780,0.25734606
600782,0.2680963
600783,0.19950071
600784,0.08034083
600785,-0.007958827
600787,0.25734606
600789,-0.18150821
600790,0.30243966
600791,-0.39305153
600792,0.30243966
600793,0.19761685
600794,0.2680963
600795,0.25734606
600797,0.2680963
600798,0.30243966
600800,0.23585504
600802,0.25258294
600805,0.2680963
600808,0.17342678
600809,-0.26700646
600814,0.25734606
600818,-0.43698725
600819,0.19442204
600820,0.25734606
600822,-0.05825999
600825,0.2680963
600827,0.2623481
600828,0.21841577
600829,0.25734606
600830,-0.69747967
600833,0.12821975
600834,0.19761685
600835,0.079772085
600838,0.25756904
600839,0.21878716
600848,0.25734606
600851,0.18610546
600853,0.30243966
600854,0.27439263
600855,-0.90033525
600857,0.2573761
600858,0.2680963
600862,-0.09023686
600863,0.18734297
600864,0.2680963
600867,0.25734606
600868,-0.116660625
600869,0.30243966
600871,0.17539456
600872,-0.26774856
600873,0.12821975
600874,0.19442204
600875,-0.08686638
600876,-0.08686638
600879,0.20217344
600880,0.2680963
600881,-0.5082415
600883,-0.13100556
600884,-0.05825999
600885,-0.090223595
600886,0.104000956
600887,-0.09023674
600894,0.002752218
600895,-0.46826205
600897,0.055926938
600901,0.25734624
600903,0.25734606
600908,0.2680963
600926,0.19782248
600928,0.30243966
600933,0.12821975
600936,0.18602988
600939,0.010434958
600959,0.30243966
600960,0.25258294
600962,-0.01363298
600963,0.2680963
600965,0.30243966
600967,0.25734606
600968,0.30243966
600969,-0.50302124
600971,0.12821975
600973,0.2680963
600976,-0.26774856
600977,0.19950071
600979,0.14965811
600981,0.36822465
600982,0.2680963
600984,0.25258294
600985,0.055926938
600986,0.21878716
600987,0.25734606
600988,0.00201017
600989,0.055926938
600990,-0.07674062
600992,-0.45175275
600993,-0.09023687
600996,0.11254814
600997,0.25734606
600998,0.25734606
601000,0.2573761
601001,-0.09023674
601002,0.30243966
601003,0.21917668
601005,0.28874573
601006,0.25734606
601007,0.2573761
601008,0.30243966
601009,0.2623481
601010,0.56504387
601011,0.09291205
601012,0.0020102295
601018,0.24371019
601019,0.055926938
601021,0.055926938
601028,-0.23175642
601038,-0.08686638
601058,0.0020102295
601066,-0.16587025
601068,0.24371019
601077,0.08034083
601086,0.30243966
601088,-0.23829906
601098,0.055926938
601099,0.034385297
601100,-0.08951412
601101,0.25734606
601106,0.30838832
601116,0.25734606
601117,0.20682946
601118,0.25756904
601126,-0.039006945
601128,0.2680963
601137,-0.039006945
601138,-0.09023526
601139,0.322055
601155,0.20682946
601158,0.3021902
601163,0.055926938
601166,0.055926938
601168,-0.09023687
601169,0.19761685
601179,-0.17648512
601186,0.19442204
601188,0.30243966
601198,0.25734606
601199,0.25735024
601200,0.19761685
601208,0.20184478
601212,0.30243966
601216,0.30243966
601218,0.21878716
601222,0.25734606
601225,0.055926938
601226,0.25734606
601228,0.30243966
601229,0.19761685
601233,0.037789617
601238,0.079772085
601288,0.43720677
601311,0.25734606
601318,-0.16586947
601319,0.19442204
601326,0.24371019
601328,-0.16496804
601330,0.19442204
601333,0.0664216
601336,-0.08686638
601339,0.2680963
601360,0.25734606
601366,0.25734618
601368,0.2680963
601369,0.25734606
601375,0.08034083
601388,0.3463734
601390,0.19442204
601398,0.19442204
601500,0.2680963
601512,0.19950071
601518,0.30239102
601519,0.25734606
601566,0.19950071
601567,-0.26774856
601577,0.25734606
601579,-0.08490214
601588,-0.10624346
601595,-0.1507607
601598,0.19442204
601600,0.079772085
601601,-0.09642461
601606,0.1906825
601607,-0.18400702
601608,0.30243966
601611,0.25734606
601615,0.19068179
601616,-0.022043731
601618,0.11518249
601619,0.30243966
601628,-0.10241237
601633,-0.09642461
601636,0.25734606
601658,0.19442204
601666,0.002752218
601668,0.25734606
601669,0.0664216
601677,0.037789617
601678,0.2680963
601688,0.079772085
