Stock,Prediction
600000,-0.39986545
600004,-0.30638704
600007,-0.30638704
600010,-0.37398642
600011,-0.23486203
600015,-0.37958398
600016,-0.40371037
600017,-0.12439283
600018,-0.15468642
600019,-0.2631742
600020,-0.0036351644
600021,-0.14245391
600022,-0.23166963
600023,-0.15305638
600025,-0.2631742
600026,-0.42879367
600028,-0.37958398
600029,-0.39255697
600031,-0.30638704
600033,-0.0036351644
600035,-0.13474682
600036,-0.332061
600048,-0.30638704
600050,-0.15788478
600054,-0.36497402
600056,-1.5806273
600057,-0.2631742
600058,-0.2631742
600059,-0.16765088
600060,-0.30638704
600061,-0.2631742
600062,-0.7012879
600064,-0.18193406
600067,-0.15782833
600073,-0.14245391
600076,-0.5839426
600082,-0.028282758
600085,-0.30638704
600088,-0.30638704
600089,-0.30638704
600094,-0.1320352
600096,-0.3767038
600097,-0.38829553
600098,-0.15788478
600099,-0.33305445
600100,-0.15788478
600101,-0.1637007
600103,-0.121185504
600104,-0.2631742
600105,-0.15788478
600106,-0.17830533
600107,-0.24477601
600108,-0.15486652
600111,-0.30638704
600113,-1.0708882
600114,-0.18186659
600115,-0.4941129
600118,-0.30638704
600120,-0.21772206
600121,-0.24477601
600123,-0.30638704
600125,-0.15788478
600126,-0.2631742
600127,-0.17830533
600128,-0.15788478
600129,-0.30638704
600130,-0.66376173
600131,-0.30600455
600132,-0.30638704
600133,-0.15788478
600135,-0.21278602
600137,-0.36390385
600138,-0.9071112
600141,-0.30638704
600143,-0.2631731
600148,-0.30638704
600151,-0.2631742
600152,-2.113584
600153,-0.30638704
600155,-0.23486203
600156,-0.15788478
600159,0.0021683015
600161,-0.30638704
600162,0.009930227
600163,-0.18167335
600166,-0.40818986
600168,-0.2631742
600169,-0.64371544
600170,-0.12439283
600171,-0.36390385
600173,-0.26316726
600177,-0.39986545
600178,-0.26312315
600180,-0.2631741
600183,-0.2631742
600184,-0.30638704
600187,-1.0124907
600188,-0.28541175
600189,-0.15788478
600192,-0.24477601
600195,-0.2631742
600196,-0.332061
600197,-0.30638704
600199,-0.36390385
600200,-0.9695227
600201,-0.18193406
600202,-0.15788478
600203,-0.15788478
600206,-0.30638704
600207,-0.23617822
600208,-0.027698126
600210,-0.17830533
600211,-0.30638704
600216,-0.30638704
600218,-0.26279938
600219,-0.15788478
600223,-0.30600455
600227,-0.40818986
600229,-0.2631742
600230,-0.52701163
600231,0.0112235285
600232,-0.18143553
600233,-0.30638704
600235,-0.15788478
600236,-0.2631742
600237,-0.3431799
600249,-0.15788478
