,Date,1st Ret,2nd Ret,3rd Ret,4th Ret,5th Ret
0,2023-01-03,0.015163026785714285,0.01480327232142857,0.016068892857142858,0.02096105357142857,0.016204691964285714
1,2023-01-04,0.007831776785714286,0.003930763392857143,0.004026897321428571,0.001849058035714286,0.0050638571428571425
2,2023-01-05,-0.0008933482142857144,0.0023873928571428575,0.008506629464285714,0.011753250000000002,0.002477513392857143
3,2023-01-06,-0.006096848214285714,-0.0035649776785714286,0.0016307455357142855,0.0038857008928571426,-0.008494995535714285
4,2023-01-09,0.0025165312499999997,0.0047728616071428575,0.006933147321428572,0.003977790178571429,0.007881089285714285
5,2023-01-10,-0.004962370535714286,-0.006759776785714286,-8.71964285714286e-05,0.001937,-0.0038390223214285714
6,2023-01-11,-0.005232098214285714,-0.0051215491071428575,-0.006626620535714286,-0.008700973214285713,-0.005993495535714286
7,2023-01-12,-0.00190315625,0.00015764285714285706,0.0027489464285714283,0.00023375892857142847,-0.003531910714285714
8,2023-01-13,0.007987004464285715,0.006256191964285714,0.00828547767857143,0.005802575892857142,0.006422035714285714
9,2023-01-16,0.00901683482142857,0.01198471875,0.010456616071428572,0.011700540178571429,0.007957330357142857
10,2023-01-17,-0.0038260446428571428,-0.0008970937500000001,-0.0008270089285714286,0.0019128973214285715,-0.003526165178571429
11,2023-01-18,0.005825741071428572,0.005335401785714286,0.002811651785714286,0.0017316517857142858,0.0028975892857142855
12,2023-01-19,0.004778696428571428,0.007680848214285714,0.005868875000000001,0.007825691964285715,0.005224616071428572
13,2023-01-20,0.01229611607142857,0.009374714285714287,0.008059089285714286,0.005221745535714285,0.009602383928571429
14,2023-01-30,0.010677450892857142,0.006517330357142857,0.00930705357142857,0.007552848214285714,0.009749861607142857
15,2023-01-31,0.006380169642857142,0.006389723214285714,0.0033458973214285713,-0.0005815580357142857,4.450892857142857e-05
16,2023-02-01,0.012159258928571429,0.014132116071428572,0.011297651785714286,0.015959053571428572,0.0136393125
17,2023-02-02,5.7330357142857126e-05,-0.0011396741071428573,0.0024788482142857142,0.007496758928571428,0.0018017232142857143
18,2023-02-03,-0.003662767857142857,-0.004936491071428572,-0.004613004464285714,-0.0013525669642857144,-0.0003297053571428571
19,2023-02-06,-0.0006050982142857143,-0.00135315625,-0.005205830357142858,-0.003678321428571429,-0.002882964285714286
20,2023-02-07,0.0076836026785714285,0.008236700892857144,0.003727611607142857,0.004758415178571429,0.0035667589285714283
21,2023-02-08,-0.0062178749999999994,-0.005232638392857142,-0.005586272321428572,-0.0026987455357142857,-0.0076139017857142855
22,2023-02-09,0.009023830357142857,0.010137316964285714,0.012453674107142858,0.0153664375,0.011931366071428572
23,2023-02-10,0.0025930669642857144,0.00036149107142857147,-0.00298315625,-0.004150794642857143,0.0022963035714285715
24,2023-02-13,0.006287629464285714,0.006013084821428572,0.01138190625,0.014101656249999999,0.010786316964285714
25,2023-02-14,0.003385513392857143,0.0034566071428571428,0.004086575892857143,0.004452401785714286,0.0009084151785714286
26,2023-02-15,-0.002185263392857143,3.0477678571428495e-05,-0.0021243883928571427,0.0006323660714285714,-0.0004111875000000001
27,2023-02-16,-0.01721765625,-0.016940825892857142,-0.01946810267857143,-0.01909157142857143,-0.01676657142857143
28,2023-02-17,-0.0012231785714285715,-0.0007233526785714285,-0.0027101875,-0.007023616071428572,-0.0034939866071428574
29,2023-02-20,0.014047584821428571,0.01744885267857143,0.014458883928571429,0.01666713392857143,0.016075897321428573
30,2023-02-21,0.007812227678571428,0.008112790178571428,0.0078050937499999995,0.0026259419642857143,0.004043071428571429
31,2023-02-22,-0.0008521294642857143,0.00103159375,0.0009779821428571429,0.0019852455357142855,0.0010092589285714286
32,2023-02-23,-0.0013677499999999998,-0.0008790044642857142,0.0010526205357142856,-0.0008131741071428571,-0.004852669642857142
33,2023-02-24,-0.002573098214285714,3.175446428571432e-05,-0.00034182589285714296,-0.002314857142857143,-0.00188409375
34,2023-02-27,-0.007572892857142857,-0.0034745580357142857,-0.005741227678571429,-0.004084857142857143,-0.008375834821428571
35,2023-02-28,0.009962098214285715,0.009212428571428571,0.007785874999999999,0.005850517857142857,0.011420928571428571
36,2023-03-01,0.007537696428571429,0.008018629464285715,0.005058308035714286,0.005481763392857143,0.009889254464285716
37,2023-03-02,0.0031267053571428574,0.0008412946428571429,-0.0056349866071428575,-0.004702263392857143,0.0005917544642857143
38,2023-03-03,0.004657129464285714,0.0040374866071428575,-0.0008092142857142856,-0.0040863973214285716,0.0030202276785714285
39,2023-03-06,-0.0032794955357142858,-0.0010287633928571427,0.0030414330357142858,0.0056796383928571425,0.00014296428571428576
40,2023-03-07,-0.015299392857142857,-0.015260821428571427,-0.019902767857142855,-0.019571397321428572,-0.015335022321428571
41,2023-03-08,0.005800089285714286,0.004355022321428571,0.0031866919642857144,0.002819973214285714,0.005161517857142857
42,2023-03-09,-0.0013222366071428573,-0.0006060089285714286,-0.0028602991071428573,0.0007709598214285714,-0.0033861875
43,2023-03-10,-0.015956245535714286,-0.01608659375,-0.016243357142857143,-0.013311620535714287,-0.01631954464285714
44,2023-03-13,0.0016171562499999999,0.003839941964285714,0.006967790178571429,0.004910169642857142,0.008759160714285714
45,2023-03-14,-0.013740138392857143,-0.010684754464285713,-0.011765325892857142,-0.011422616071428571,-0.011247415178571429
46,2023-03-15,0.01781409375,0.014785848214285715,0.008415683035714286,0.0033357410714285715,0.009959142857142857
