Date,10_MinVolatility_CumRet(%),10_MaxSharpeRatio_CumRet(%),10_Equal_Weighted_CumRet(%)
2023-01-03,-0.6461264466061545,1.746528975484285,0.9454999999999991
2023-01-04,-0.9584499312264128,2.702000733867904,1.823069704249991
2023-01-05,-1.9151366223329025,2.1421392003668105,0.7761859953927086
2023-01-06,-3.273319664842622,1.3235448713153408,-0.44857722586509885
2023-01-09,-2.1225828284661796,1.3235448713153408,-0.4292244292778191
2023-01-10,-2.670538410813217,0.092475937123071,-1.5442279311963292
2023-01-11,-3.829291591965256,0.19262694778772183,-1.9251040854444956
2023-01-12,-3.8210312826311488,0.9247900224656602,-2.339392060766765
2023-01-13,-3.095292466477717,1.3032489035386785,-1.8221131186950346
2023-01-16,-2.3834761469782473,2.203457378232554,-1.0366605702785359
2023-01-17,-3.1846088402099126,1.3540760144783004,-1.5319621877903478
2023-01-18,-2.6534315138784903,2.9603303357328192,-0.6234960709349036
2023-01-19,-2.441274966543139,2.724613740849846,-0.4588987674771894
2023-01-20,-1.1178943612514813,4.947721984583975,1.442415898944982
2023-01-30,-0.4936695520161183,7.844054212221607,2.931894891589182
2023-01-31,-0.2940131044391725,8.267607119185193,3.2522601212497726
2023-02-01,1.2340380971721743,8.97160639024628,4.174054998708243
2023-02-02,1.1014151136155448,8.915773609322454,3.9692696413917705
2023-02-03,0.0798388171855402,8.390377249263237,3.6955289513529666
2023-02-06,-0.08668332173901172,8.097008197496102,2.988719486914748
2023-02-07,0.6420210213205158,8.834916284926543,3.7370973159383425
2023-02-08,-0.08549612131724116,8.689544280170725,3.3575647716982626
2023-02-09,0.6432168804289651,9.156322246759018,3.844141179373972
2023-02-10,0.6093394270984653,8.836848984079214,3.881026618320882
2023-02-13,0.7692836297983563,9.740383324095792,4.510015846392168
2023-02-14,1.0400819807221406,11.558774545682283,5.176727041482643
2023-02-15,0.6770180005099657,8.797236269455322,3.927111829830099
2023-02-16,-0.9095855843371803,6.899755462295798,2.407957272657546
2023-02-17,-0.7778807211778593,8.061934872206432,2.556786756961915
2023-02-20,0.6077463747631295,7.748112663563433,3.8270858847696765
2023-02-21,5.317618650378919,9.668308657840585,6.052899803841583
2023-02-22,5.717093805365292,9.981664339555163,6.108503339208737
2023-02-23,4.014801863553918,9.140160783910979,5.687146472448745
2023-02-24,3.167912388091132,8.691170012445792,5.333390455776166
2023-02-27,2.1825630641591154,8.467778845971008,4.740869067784348
2023-02-28,2.8445839357505776,8.697577403118872,5.295304384107746
2023-03-01,3.5661736097176933,8.618832573841416,5.90391124344789
2023-03-02,3.2046569885380904,8.548588489036568,6.475792364162514
2023-03-03,3.0348566394226006,9.466673091177435,7.650550428895553
2023-03-06,2.7981238931870767,9.770052445790212,7.167436288680751
2023-03-07,1.2361959656020938,8.380434417613113,5.7658898401537595
2023-03-08,1.6385711851130358,8.114194807889486,5.873792200968664
2023-03-09,1.2116671423589853,7.122196843763295,5.6280908914079
2023-03-10,-0.575867643829775,5.0662279084855655,3.342700391263209
2023-03-13,0.34583161944305996,6.123915442776684,4.01740421357768
2023-03-14,-0.18376853873370846,2.9422531048975964,2.598450793998164
2023-03-15,1.2276533079405905,5.981080377681813,5.981696268000736
2023-03-16,-0.5397718876054669,2.192466379357616,3.9076662665448403
2023-03-17,-0.22549976952508377,3.555729530158369,5.590866552396578
2023-03-20,1.8844756026127563,2.789190227732541,5.199377855566922
2023-03-21,2.1173190452633106,2.2700698917077267,5.072928203384541
2023-03-22,2.6405831407668723,2.6529096145323727,5.084055426481293
2023-03-23,2.4160858789711526,2.7944205384432763,4.87593645470914
2023-03-24,1.3213186907758079,4.485955839201372,5.079123093996496
2023-03-27,-0.01323965952851891,4.6093518471004735,3.4637627504971125
2023-03-28,-0.2095460874933286,4.1909765856009695,3.5827978095415602
2023-03-29,-1.5749684216436965,2.189769034238509,2.2482784756825636
2023-03-30,-1.783250535334191,2.4467700210842436,2.0614095219403827
2023-03-31,0.33486774323159274,5.217011037454888,2.4462626849657276
2023-04-03,0.22501901708553707,5.27291178841931,3.4206086001098868
2023-04-04,1.7015613205797253,7.711981311208493,4.985900195394288
2023-04-06,2.2458376966733695,8.166617292085633,4.810101305517089
2023-04-07,2.132109908138302,7.4703083009781235,5.037455377269029
2023-04-10,1.92074908539277,8.072954603722259,4.658028577209716
2023-04-11,2.9281501949152577,8.771767064946623,5.809036643896159
2023-04-12,3.7128745953608044,9.794843012239763,7.5851788757115735
2023-04-13,3.956083335146543,13.035957323263725,8.108613046495595
2023-04-14,3.7751696874528173,14.250521920690273,10.049886978387601
2023-04-17,5.748719479755637,16.53061923060779,11.262680752844222
2023-04-18,7.08663102158309,16.53207307006559,10.994448682085277
2023-04-19,7.735255813657749,17.322711451870344,10.91132493946725
2023-04-20,7.660536249828787,17.53427357727737,11.076460811169596
2023-04-21,6.642568599934973,15.252597792837808,8.46942963005497
2023-04-24,7.207141129421579,15.150709341393021,9.197064257899324
2023-04-25,8.770332513880664,18.56662625765544,9.915165991872122
2023-04-26,7.9467524084862795,17.23586535371591,9.635179089541012
2023-04-27,8.764050290703196,19.071979047023845,9.657511775521543
2023-04-28,9.210822722446332,20.06069675484474,12.763231824027876
2023-05-04,13.864937780753595,25.198058241220657,17.04214541882243
2023-05-05,15.73028145538471,25.940182279343517,18.37306676702348
2023-05-08,22.70950536720433,34.2855315444383,21.942310662716167
2023-05-09,21.0674803751187,30.458594827468932,19.93357936763138
2023-05-10,15.179382420829167,23.8612081133047,17.467397168452713
2023-05-11,15.041424155302252,22.32943898915636,16.52219575713676
2023-05-12,14.137603966414103,20.682664644573645,14.180600667860066
2023-05-15,14.783194280863455,21.71034501492781,14.039667552455736
2023-05-16,14.924642979631209,19.941604654840805,11.946868593366844
2023-05-17,14.42446485350719,19.774748294398158,11.840183227597368
2023-05-18,17.05013093504386,22.856935307098382,12.710825501969246
2023-05-19,15.00538367205062,20.514602374215386,10.695995514213497
2023-05-22,14.749239637680379,19.871049945394724,9.678588619442374
2023-05-23,11.633965470530615,16.15544292306057,7.180669731493428
2023-05-24,9.096815508443168,13.97466551833324,6.156365507003492
2023-05-25,9.84688325814842,15.3410046023412,5.975315825631289
2023-05-26,11.146768614546154,16.65264952790544,6.696085741156144
2023-05-29,13.050978650500312,19.231355418992212,8.10397260133644
2023-05-30,11.541869624654444,18.00072855147512,8.541166687330737
2023-05-31,11.599248520340023,17.40830716640327,8.71963007359804
2023-06-01,10.32573939353927,16.425995834753483,8.869271772431354
2023-06-02,10.475686501509273,16.270060838142975,9.517424981928514
2023-06-05,12.831070265718726,18.880138467249587,10.265472801525055
2023-06-06,12.758795515032029,18.40250470158411,9.32466573448789
2023-06-07,14.694508440381405,19.940015728033032,10.600123812212425
2023-06-08,16.995295096129183,22.686520871051496,11.304447520673367
2023-06-09,16.184355296960984,21.716958681835496,11.022613529106273
2023-06-12,15.477023567257753,20.74370557894467,10.726260866813032
2023-06-13,15.647125848012312,20.326279645946464,10.595504225355402
2023-06-14,13.111063879325457,17.693025135974374,11.667285256803318
2023-06-15,13.903745971166014,18.494822322805504,13.024802110213196
2023-06-16,13.401761389886847,19.173937039395096,13.459879783456262
2023-06-19,11.642107530000679,16.991977246364698,12.557748933310009
2023-06-20,10.820648566842973,15.779892423429676,9.688944563147173
2023-06-21,11.14838617961642,15.93187254674615,9.345859482342544
2023-06-26,9.495675473653398,14.159419877875123,7.216283261408241
2023-06-27,11.429225815470812,17.261440725067768,10.606558632788898
2023-06-28,11.697719438261478,17.01888924207473,9.887870396760622
2023-06-29,10.951981754694895,16.209909001511026,9.342310086601824
2023-06-30,12.140735044170924,18.54939440997172,11.632539442520763
2023-07-03,14.316878346092011,21.57192976984643,12.807650532216375
2023-07-04,12.933498451670534,19.55687503391208,11.722136353440039
2023-07-05,12.701891235322215,19.221039771942316,11.788365235870346
2023-07-06,11.588149871874286,17.877657095794962,12.529745674114622
2023-07-07,11.900030775419745,18.21349054086032,12.408438608277939
2023-07-10,11.942338186762246,17.877646014234738,13.455185988598206
2023-07-11,12.767779220707975,18.549312841223585,13.937052854528996
2023-07-12,12.937020180780978,19.22101324777894,11.99771888418677
2023-07-13,14.534176979464908,21.23596759267823,12.629408418237364
2023-07-14,14.463243878309328,21.235967592678296,12.836905577366275
2023-07-17,14.917629124016418,21.571791222910065,13.262357129845736
2023-07-18,9.801241179757891,14.183387183136876,12.713521725901632
2023-07-19,10.073110829444287,14.183387183138407,13.913278265208673
2023-07-20,10.106836010241116,14.855013866550681,14.85952169377427
2023-07-21,9.991301720604584,14.51917780600982,18.24126167529103
2023-07-24,10.624872321452905,15.190832783841678,18.49345846231827
2023-07-25,12.25020740944396,17.20586602173544,24.914749319195593
2023-07-26,12.118037263511571,16.870071215588055,28.194923195993148
2023-07-27,13.692704240870324,18.88502811341266,27.541064990232012
2023-07-28,15.95586996396623,21.23586065932748,29.786833570792993
2023-07-31,16.396702432148167,21.571683993359557,34.640095404022574
2023-08-01,16.820337195524292,21.907464984551073,36.273306689292454
2023-08-02,13.640358948727993,17.877448007098963,38.12933549906992
2023-08-03,14.593924237860145,19.220779404589415,40.492217350917656
2023-08-04,14.244378387449053,19.220779404589216,39.669157744789054
2023-08-07,13.343929920750552,18.549089533419895,35.333868989138104
2023-08-08,12.709690069066927,17.877390392122262,33.70527474310974
2023-08-09,12.904340003473802,18.213223077347873,32.60426528771014
2023-08-10,13.251895569626871,18.213223077349294,33.452654116594395
2023-08-11,11.370953424673601,16.198278689996837,31.83491435286221
2023-08-14,10.893845171886607,14.854910390062216,31.29337607517495
2023-08-15,12.43440038182424,17.205760695923434,30.95660856554212
2023-08-16,12.340300540481497,17.205760695927275,33.848248343616994
2023-08-17,11.98134085268363,16.53405448137899,33.7423743791772
2023-08-18,12.67588800018129,17.20575677140608,31.223443751644897
2023-08-21,11.006076474058869,15.190755400992595,29.969052608134184
2023-08-22,12.14443988749423,16.869891042472297,30.90310119851305
2023-08-23,11.928072086020602,16.86989104246981,28.88250710903304
2023-08-24,11.214720854040916,16.534006975613625,28.518336696945767
2023-08-25,11.759779645152758,16.869857983717985,29.227141027496728
2023-08-28,13.592570352010291,18.88481120521961,35.06174644488817
2023-08-29,12.078265871143934,16.869832540107076,37.415197376690365
2023-08-30,11.208009746829273,16.8698325401029,33.73924465622573
2023-08-31,10.66854567720732,16.198181612491158,30.521531925494806
2023-09-01,10.347358981545174,15.526556122768543,27.818613729462527
2023-09-04,11.792459010865475,16.869898917362548,28.286532110603346
2023-09-05,10.788887129442326,15.86236351879391,25.280329660389512
2023-09-06,10.920520848188197,16.198248510636716,27.2264718854329
2023-09-07,10.879971104586982,16.198248510635803,26.318342051761867
2023-09-08,10.36786426163221,15.86243557243867,24.955998732733597
2023-09-11,10.588881344492517,15.5265503717138,24.66637571887087
2023-09-12,10.329661137092462,15.526550371713066,24.17747159321417
2023-09-13,10.72128353990971,15.862386053643274,24.31843785896679
2023-09-14,11.988008185843446,17.541579614716184,24.056001636646517
2023-09-15,11.654119571089971,16.534130735840357,24.6368194307091
2023-09-18,11.206507680503485,16.53413073583938,23.511049822883166
2023-09-19,12.897003232827231,18.549122390390238,23.4718227134594
2023-09-20,13.855591921209287,20.228252159926384,23.883391340110173
2023-09-21,13.48876226150555,19.556536915109834,23.9559250657398
2023-09-22,14.115704871876966,20.564039851694105,25.43671494216766
2023-09-25,14.973259414985574,21.57159353272999,22.82480894528436
